Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,G+A-PK,xG+xAG,Goal_Contribution_90,Expected_Goal_Contribution_90,G_per_xG,Ast_per_xAG,Progressive_Actions_90,Goal_Involvement_Per_Match,Shot_Conversion_Rate,Expected_Assist_Efficiency,Pass_to_Goal_Efficiency,Total_Contribution_Index
Michail Antonio,jm JAM,FW,West Ham,33,1990,26,21,1695,18.8,6.0,2.0,8.0,6.0,0.0,0.0,6.0,0.0,5.8,5.8,0.9,6.7,48.0,22.0,104.0,0.42,0.35,0.0223008849557522,0.3557522123893805,0.0724137931034482,0.1343283582089552,3.7168141592920354,0.016153846153846154,0.07241379310344828,0.04090909090909091,52.38095238095238,4.072566371681416
Kaoru Mitoma,jp JPN,FW,Brighton,26,1997,19,15,1486,16.5,3.0,4.0,7.0,3.0,0.0,0.0,4.0,0.0,3.5,3.5,2.7,6.2,121.0,64.0,239.0,0.42,0.37,0.0254374158815612,0.3755047106325706,0.12,0.4354838709677419,11.20457604306864,0.022105263157894735,0.12,0.0421875,152.38095238095238,11.58008075370121
Declan Rice,eng ENG,MF,Arsenal,24,1999,38,37,3225,35.8,7.0,8.0,15.0,7.0,0.0,0.0,5.0,0.0,3.3,3.3,5.3,8.6,75.0,278.0,64.0,0.42,0.24,0.0117209302325581,0.24,0.1272727272727273,0.6162790697674418,9.851162790697677,0.011052631578947368,0.1272727272727273,0.019064748201438848,661.9047619047619,10.091162790697675
Bruno Guimarães,br BRA,MF,Newcastle Utd,25,1997,37,37,3263,36.3,7.0,8.0,15.0,7.0,0.0,0.0,9.0,0.0,4.8,4.8,6.4,11.2,65.0,283.0,73.0,0.41,0.31,0.011308611707018,0.3089181734600061,0.0854166666666666,0.5714285714285715,9.59852896107876,0.01108108108108108,0.08541666666666667,0.022614840989399296,690.2439024390244,9.907447134538769
Odsonne Édouard,fr FRA,"FW,MF",Crystal Palace,25,1998,30,17,1555,17.3,7.0,0.0,7.0,7.0,0.0,0.0,4.0,0.0,6.2,6.2,1.2,7.4,33.0,36.0,100.0,0.41,0.43,0.0237299035369774,0.4282958199356913,0.0661290322580645,0.1621621621621621,3.993569131832797,0.013666666666666666,0.0661290322580645,0.03333333333333333,87.8048780487805,4.421864951768489
Evan Ferguson,ie IRL,FW,Brighton,18,2004,27,15,1367,15.2,6.0,0.0,6.0,6.0,0.0,0.0,1.0,0.0,4.6,4.6,0.5,5.1,13.0,15.0,62.0,0.4,0.34,0.0263350402340892,0.3357717629846379,0.0869565217391304,0.0980392156862745,1.8434528163862471,0.014814814814814815,0.08695652173913045,0.03333333333333333,37.5,2.179224579370885
Kostas Tsimikas,gr GRE,DF,Liverpool,27,1996,13,8,679,7.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.1,24.0,31.0,73.0,0.4,0.15,0.0530191458026509,0.1458026509572901,4.0,0.9090909090909092,7.290132547864507,0.03076923076923077,4.0,0.03225806451612903,77.5,7.435935198821797
Mykhailo Mudryk,ua UKR,FW,Chelsea,22,2001,31,18,1576,17.5,5.0,2.0,7.0,5.0,0.0,0.0,5.0,0.0,4.4,4.4,4.1,8.5,92.0,45.0,139.0,0.4,0.48,0.0228426395939086,0.4854060913705583,0.0909090909090909,0.4823529411764705,7.823604060913706,0.012903225806451613,0.09090909090909091,0.0911111111111111,112.5,8.309010152284264
Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,28,1994,35,35,3118,34.6,10.0,8.0,18.0,6.0,4.0,5.0,9.0,0.0,10.0,6.1,11.8,17.8,86.0,297.0,182.0,0.4,0.63,0.0115458627325208,0.6292495189223862,0.04,0.5412844036697247,11.05516356638871,0.011428571428571429,0.04,0.039730639730639734,742.5,11.684413085311098
Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,23,2000,37,35,3156,35.1,5.0,10.0,15.0,4.0,1.0,1.0,9.0,0.0,6.9,6.1,8.4,14.6,80.0,170.0,181.0,0.4,0.44,0.0114068441064638,0.4363117870722434,0.0579710144927536,0.5490196078431373,7.129277566539924,0.010810810810810811,0.057971014492753624,0.049411764705882356,425.0,7.565589353612167
Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,31,1991,35,30,2543,28.3,4.0,7.0,11.0,4.0,0.0,0.0,9.0,1.0,3.9,3.9,4.2,8.1,74.0,63.0,173.0,0.39,0.29,0.0138025953598112,0.2866692882422335,0.1,0.5185185185185186,4.848604011010617,0.011142857142857144,0.1,0.06666666666666667,161.53846153846152,5.135273299252851
Alejandro Garnacho,ar ARG,FW,Manchester Utd,19,2004,36,30,2565,28.5,7.0,4.0,11.0,7.0,0.0,0.0,4.0,0.0,8.4,8.3,5.1,13.4,178.0,62.0,281.0,0.39,0.47,0.0136842105263157,0.4736842105263157,0.0464285714285714,0.3777777777777777,8.421052631578947,0.010833333333333334,0.04642857142857143,0.08225806451612902,158.97435897435898,8.894736842105264
Jakub Kiwior,pl POL,DF,Arsenal,23,2000,20,11,946,10.5,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,4.0,55.0,16.0,0.38,0.16,0.0361522198731501,0.1617336152219873,0.475,0.5294117647058824,5.613107822410148,0.019,0.475,0.016363636363636365,144.73684210526315,5.774841437632135
Scott McTominay,sct SCO,"MF,FW",Manchester Utd,26,1996,32,18,1901,21.1,7.0,1.0,8.0,7.0,0.0,0.0,2.0,0.0,5.7,5.7,0.8,6.6,29.0,64.0,47.0,0.38,0.31,0.0179905312993161,0.3077327722251446,0.0666666666666666,0.123076923076923,4.402945817990531,0.011875,0.06666666666666667,0.0125,168.42105263157896,4.710678590215676
Lyle Foster,za RSA,"FW,MF",Burnley,22,2000,24,22,1899,21.1,5.0,3.0,8.0,5.0,0.0,0.0,0.0,1.0,4.5,4.5,1.9,6.4,55.0,37.0,104.0,0.38,0.3,0.0180094786729857,0.3033175355450237,0.0844444444444444,0.2968749999999999,4.360189573459715,0.015833333333333335,0.08444444444444445,0.05135135135135135,97.36842105263158,4.6635071090047395
Justin Kluivert,nl NED,"MF,FW",Bournemouth,24,1999,32,26,1916,21.3,7.0,1.0,8.0,7.0,0.0,0.0,5.0,0.0,6.2,6.2,1.9,8.1,65.0,50.0,114.0,0.38,0.38,0.0178496868475991,0.3804801670146138,0.0612903225806451,0.2345679012345679,5.40187891440501,0.011875,0.06129032258064516,0.038,131.57894736842104,5.782359081419624
Pascal Groß,de GER,"MF,DF",Brighton,32,1991,36,34,3114,34.6,4.0,10.0,14.0,3.0,1.0,1.0,6.0,0.0,6.5,5.7,8.1,13.8,83.0,302.0,180.0,0.38,0.42,0.0109826589595375,0.4219653179190751,0.0584615384615384,0.5547945205479452,11.127167630057803,0.010555555555555556,0.05846153846153846,0.02682119205298013,794.7368421052631,11.549132947976881
Ivan Toney,eng ENG,FW,Brentford,27,1996,17,16,1450,16.1,4.0,2.0,6.0,4.0,0.0,0.0,5.0,0.0,6.0,6.0,1.5,7.4,23.0,40.0,98.0,0.37,0.46,0.0229655172413793,0.4655172413793103,0.0616666666666666,0.2,3.910344827586207,0.02176470588235294,0.06166666666666667,0.0375,108.10810810810811,4.375862068965517
Dejan Kulusevski,se SWE,"FW,MF",Tottenham,23,2000,36,31,2762,30.7,8.0,3.0,11.0,8.0,0.0,0.0,7.0,0.0,4.7,4.7,7.7,12.4,151.0,144.0,388.0,0.36,0.4,0.0117306299782766,0.4040550325850832,0.076595744680851,0.6209677419354839,9.612599565532223,0.01,0.07659574468085106,0.05347222222222223,400.0,10.016654598117306
Pervis Estupiñán,ec ECU,DF,Brighton,25,1998,19,15,1243,13.8,2.0,3.0,5.0,2.0,0.0,0.0,4.0,0.0,1.0,1.0,3.5,4.4,47.0,83.0,88.0,0.36,0.32,0.0260659694288012,0.3258246178600161,0.36,0.7777777777777778,9.412711182622688,0.01894736842105263,0.36,0.04216867469879518,230.55555555555557,9.738535800482703
Marcos Senesi,ar ARG,DF,Bournemouth,26,1997,31,26,2242,24.9,4.0,5.0,9.0,4.0,0.0,0.0,13.0,0.0,2.0,2.0,1.7,3.7,31.0,127.0,4.0,0.36,0.15,0.0144513826940231,0.1485280999107939,0.18,0.4594594594594594,6.342551293487958,0.01161290322580645,0.18,0.013385826771653543,352.77777777777777,6.491079393398751
Jack Grealish,eng ENG,"FW,MF",Manchester City,27,1995,20,10,1009,11.2,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,2.1,2.1,2.5,4.6,87.0,50.0,146.0,0.36,0.41,0.0321110009910802,0.4103072348860258,0.1714285714285714,0.5434782608695653,12.220019821605549,0.018,0.1714285714285714,0.05,138.88888888888889,12.630327056491575
James Ward-Prowse,eng ENG,MF,West Ham,28,1994,37,34,3001,33.3,7.0,7.0,14.0,5.0,2.0,2.0,4.0,0.0,6.0,4.4,7.8,12.3,18.0,144.0,63.0,0.36,0.41,0.0107964011996001,0.4138620459846718,0.06,0.5652173913043478,4.85838053982006,0.00972972972972973,0.06,0.05416666666666667,400.0,5.272242585804732
Jacob Bruun Larsen,dk DEN,"MF,FW",Burnley,24,1998,32,16,1249,13.9,6.0,0.0,6.0,5.0,1.0,1.0,1.0,0.0,5.0,4.2,1.5,5.7,61.0,38.0,146.0,0.36,0.46,0.0259407526020816,0.4683746997598078,0.072,0.2307692307692307,7.133706965572458,0.01125,0.072,0.039473684210526314,105.55555555555556,7.602081665332266
Conor Gallagher,eng ENG,MF,Chelsea,23,2000,37,37,3128,34.8,5.0,7.0,12.0,5.0,0.0,0.0,9.0,1.0,4.2,4.2,5.0,9.2,62.0,172.0,122.0,0.35,0.27,0.0100703324808184,0.2647058823529412,0.0833333333333333,0.5434782608695653,6.732736572890025,0.009459459459459458,0.08333333333333333,0.029069767441860465,491.42857142857144,6.997442455242966
João Pedro,br BRA,"FW,MF",Brighton,21,2001,31,19,2045,22.7,9.0,3.0,12.0,5.0,4.0,5.0,2.0,0.0,11.9,7.9,3.8,11.7,83.0,92.0,205.0,0.35,0.69,0.015403422982885,0.6909535452322738,0.0294117647058823,0.2420382165605095,7.701711491442543,0.01129032258064516,0.02941176470588235,0.041304347826086954,262.8571428571429,8.392665036674817
Ansu Fati,es ESP,"MF,FW",Brighton,20,2002,19,3,521,5.8,2.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,3.4,3.4,0.8,4.2,16.0,28.0,50.0,0.35,0.73,0.0604606525911708,0.72552783109405,0.1029411764705882,0.1904761904761904,7.600767754318618,0.018421052631578946,0.10294117647058823,0.028571428571428574,80.0,8.32629558541267
Andreas Pereira,br BRA,MF,Fulham,27,1996,37,34,2613,29.0,3.0,7.0,10.0,3.0,0.0,0.0,6.0,0.0,4.6,4.6,7.1,11.7,56.0,138.0,125.0,0.34,0.4,0.0117106773823191,0.4029850746268656,0.0739130434782608,0.6068376068376068,6.681974741676234,0.009189189189189189,0.07391304347826089,0.05144927536231884,405.88235294117646,7.0849598163031
Danny Welbeck,eng ENG,"FW,MF",Brighton,32,1990,29,21,1693,18.8,5.0,1.0,6.0,5.0,0.0,0.0,4.0,0.0,5.3,5.3,1.7,7.0,32.0,44.0,100.0,0.32,0.37,0.0170112226816302,0.3721204961606615,0.060377358490566,0.2428571428571428,4.040165386887183,0.01103448275862069,0.06037735849056604,0.038636363636363635,137.5,4.412285883047844
Sergio Reguilón,es ESP,DF,Brentford,26,1996,16,14,1118,12.4,0.0,4.0,4.0,0.0,0.0,0.0,4.0,1.0,0.8,0.8,2.8,3.6,34.0,38.0,40.0,0.32,0.29,0.0257602862254025,0.2898032200357781,0.3999999999999999,0.7777777777777778,5.796064400715564,0.02,0.39999999999999997,0.07368421052631578,118.75,6.0858676207513405
Malo Gusto,fr FRA,DF,Chelsea,20,2003,27,19,1751,19.5,0.0,6.0,6.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,4.3,5.2,78.0,86.0,135.0,0.31,0.27,0.0159337521416333,0.2672758423757853,0.3444444444444444,0.8269230769230769,8.429468874928613,0.011481481481481481,0.34444444444444444,0.049999999999999996,277.4193548387097,8.696744717304396
Gustavo Hamer,nl NED,MF,Sheffield Utd,26,1997,36,34,2910,32.3,4.0,6.0,10.0,4.0,0.0,0.0,9.0,0.0,3.0,3.0,6.1,9.1,36.0,135.0,86.0,0.31,0.28,0.0095876288659793,0.2814432989690721,0.1033333333333333,0.6703296703296703,5.288659793814433,0.008611111111111111,0.10333333333333333,0.04518518518518518,435.48387096774195,5.570103092783505
Alexis Mac Allister,ar ARG,MF,Liverpool,24,1998,33,31,2599,28.9,5.0,5.0,10.0,4.0,1.0,1.0,7.0,1.0,3.7,2.9,3.6,6.4,44.0,209.0,48.0,0.31,0.25,0.0107348980377068,0.2527895344363217,0.0837837837837837,0.4931506849315068,8.761061946902656,0.009393939393939394,0.08378378378378377,0.01722488038277512,674.1935483870968,9.013851481338977
Jack Hinshelwood,eng ENG,DF,Brighton,18,2005,12,8,869,9.7,3.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.9,1.9,0.7,2.5,16.0,19.0,38.0,0.31,0.26,0.0321058688147295,0.2692750287686996,0.1631578947368421,0.2692307692307693,3.6248561565017265,0.025833333333333333,0.1631578947368421,0.03684210526315789,61.29032258064516,3.8941311852704263
Alfie Doughty,eng ENG,DF,Luton Town,23,1999,37,34,2925,32.5,2.0,8.0,10.0,2.0,0.0,0.0,5.0,0.0,1.3,1.3,6.3,7.6,94.0,106.0,164.0,0.31,0.23,0.0095384615384615,0.2338461538461538,0.2384615384615384,0.8289473684210527,6.153846153846154,0.008378378378378378,0.23846153846153845,0.059433962264150944,341.93548387096774,6.387692307692308
Carlton Morris,eng ENG,"FW,MF",Luton Town,27,1995,38,32,2862,31.8,11.0,4.0,15.0,6.0,5.0,5.0,4.0,0.0,11.4,7.5,2.8,10.2,37.0,56.0,120.0,0.31,0.45,0.0097484276729559,0.4465408805031446,0.0271929824561403,0.1971830985915492,2.924528301886792,0.008157894736842105,0.02719298245614035,0.049999999999999996,180.6451612903226,3.3710691823899372
Ross Barkley,eng ENG,MF,Luton Town,29,1993,32,30,2618,29.1,5.0,4.0,9.0,5.0,0.0,0.0,6.0,0.0,4.1,4.1,3.7,7.9,48.0,163.0,39.0,0.31,0.27,0.0106569900687547,0.2681436210847975,0.0756097560975609,0.4743589743589744,7.253628724216959,0.0096875,0.07560975609756099,0.022699386503067485,525.8064516129032,7.521772345301757
Tom Cairney,sct SCO,MF,Fulham,32,1991,34,14,1488,16.5,1.0,4.0,5.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,2.3,3.4,35.0,145.0,72.0,0.3,0.2,0.0181451612903225,0.2056451612903226,0.2727272727272727,0.676470588235294,10.887096774193548,0.008823529411764706,0.2727272727272727,0.01586206896551724,483.33333333333337,11.092741935483872
Douglas Luiz,br BRA,MF,Aston Villa,25,1998,35,35,2993,33.3,9.0,5.0,14.0,5.0,4.0,4.0,12.0,0.0,6.9,3.8,5.4,9.2,60.0,168.0,50.0,0.3,0.37,0.0090210491146007,0.3698630136986301,0.0434782608695652,0.4390243902439024,6.855997327096559,0.008571428571428572,0.043478260869565216,0.03214285714285715,560.0,7.2258603407951885
Marcus Tavernier,eng ENG,FW,Bournemouth,24,1999,30,25,2118,23.5,3.0,4.0,7.0,3.0,0.0,0.0,3.0,0.0,3.9,3.9,5.2,9.1,79.0,84.0,171.0,0.3,0.39,0.0127478753541076,0.3866855524079319,0.0769230769230769,0.5714285714285715,6.926345609065155,0.01,0.07692307692307693,0.06190476190476191,280.0,7.313031161473088
Andros Townsend,eng ENG,"MF,FW",Luton Town,32,1991,27,14,1210,13.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.3,2.5,47.0,35.0,71.0,0.3,0.19,0.0223140495867768,0.1859504132231405,0.25,0.52,6.099173553719008,0.011111111111111112,0.25,0.037142857142857144,116.66666666666667,6.285123966942149
John McGinn,sct SCO,"MF,FW",Aston Villa,28,1994,35,35,2999,33.3,6.0,4.0,10.0,6.0,0.0,0.0,9.0,1.0,5.0,5.0,4.6,9.6,59.0,189.0,84.0,0.3,0.29,0.0090030010003334,0.2880960320106702,0.06,0.4791666666666666,7.4424808269423135,0.008571428571428572,0.06,0.024338624338624337,630.0,7.730576858952985
Lewis Miley,eng ENG,MF,Newcastle Utd,17,2006,17,14,1202,13.4,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,1.7,2.9,14.0,53.0,54.0,0.3,0.22,0.0224625623960066,0.2171381031613976,0.25,0.5862068965517241,5.016638935108153,0.01764705882352941,0.25,0.03207547169811321,176.66666666666669,5.233777038269551
Tariq Lamptey,gh GHA,"DF,FW",Brighton,22,2000,19,10,914,10.2,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.2,1.7,39.0,17.0,64.0,0.3,0.16,0.0295404814004376,0.1575492341356674,0.7499999999999999,0.7499999999999999,5.514223194748359,0.015789473684210527,0.7499999999999999,0.07058823529411765,56.66666666666667,5.671772428884027
Jóhann Berg Guðmundsson,is ISL,"MF,FW",Burnley,32,1990,26,12,1192,13.2,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,1.9,1.9,2.7,4.5,13.0,59.0,69.0,0.3,0.34,0.0226510067114093,0.3473154362416107,0.1578947368421052,0.5869565217391305,5.436241610738255,0.011538461538461537,0.15789473684210525,0.04576271186440678,196.66666666666669,5.783557046979865
Trent Alexander-Arnold,eng ENG,DF,Liverpool,24,1998,28,25,2155,23.9,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,2.6,2.3,7.2,9.5,45.0,205.0,97.0,0.29,0.41,0.0121113689095127,0.4092807424593968,0.1115384615384615,0.7346938775510203,10.440835266821344,0.010357142857142856,0.11153846153846153,0.0351219512195122,706.896551724138,10.850116009280743
Dominic Calvert-Lewin,eng ENG,FW,Everton,26,1997,32,26,2171,24.1,7.0,2.0,9.0,5.0,2.0,2.0,2.0,0.0,12.9,11.4,3.1,14.5,36.0,31.0,122.0,0.29,0.66,0.0120221096269,0.6632888070013818,0.0224806201550387,0.19375,2.7775218793182863,0.0090625,0.022480620155038756,0.1,106.89655172413794,3.4408106863196686
Pedro Porro,es ESP,DF,Tottenham,23,1999,35,35,3089,34.3,3.0,7.0,10.0,3.0,0.0,0.0,3.0,0.0,2.9,2.9,7.2,10.1,57.0,194.0,158.0,0.29,0.3,0.0084493363548073,0.2942699902881191,0.0999999999999999,0.712871287128713,7.313046293298802,0.008285714285714285,0.09999999999999999,0.03711340206185567,668.9655172413793,7.607316283586922
Alex Iwobi,ng NGA,"FW,MF",Fulham,27,1996,30,25,2192,24.4,5.0,2.0,7.0,5.0,0.0,0.0,2.0,0.0,5.3,5.3,4.7,10.0,109.0,147.0,175.0,0.29,0.41,0.0119069343065693,0.4105839416058394,0.0547169811320754,0.47,10.510948905109489,0.009666666666666665,0.054716981132075466,0.03197278911564626,506.89655172413796,10.921532846715328
Dwight McNeil,eng ENG,"MF,FW",Everton,23,1999,35,33,2892,32.1,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,3.4,3.4,8.8,12.2,80.0,114.0,147.0,0.28,0.38,0.008713692946058,0.3796680497925311,0.0823529411764706,0.7213114754098361,6.037344398340249,0.008,0.0823529411764706,0.07719298245614035,407.1428571428571,6.4170124481327795
Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,25,1998,22,10,958,10.6,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,1.6,1.6,1.0,2.5,30.0,39.0,49.0,0.28,0.24,0.0263048016701461,0.2442588726513569,0.175,0.3846153846153846,6.482254697286012,0.012727272727272728,0.17500000000000002,0.02564102564102564,139.28571428571428,6.726513569937369
Beto,gw GNB,FW,Everton,25,1998,30,9,951,10.6,3.0,0.0,3.0,3.0,0.0,1.0,2.0,0.0,6.8,6.0,0.9,6.9,14.0,14.0,58.0,0.28,0.73,0.0264984227129337,0.7287066246056783,0.0411764705882353,0.1168831168831168,2.6498422712933754,0.009333333333333334,0.0411764705882353,0.0642857142857143,49.99999999999999,3.378548895899054
Albert Sambi Lokonga,be BEL,MF,Luton Town,23,1999,17,16,1303,14.5,1.0,3.0,4.0,1.0,0.0,0.0,4.0,0.0,0.6,0.6,1.4,2.0,29.0,72.0,13.0,0.28,0.14,0.0193399846508058,0.1381427475057559,0.4666666666666667,0.7,6.976208749040675,0.01647058823529412,0.46666666666666673,0.019444444444444445,257.1428571428571,7.114351496546432
Tomáš Souček,cz CZE,MF,West Ham,28,1995,37,34,2870,31.9,7.0,2.0,9.0,7.0,0.0,0.0,7.0,0.0,6.7,6.7,1.7,8.4,7.0,86.0,39.0,0.28,0.26,0.008780487804878,0.2634146341463415,0.0417910447761194,0.2023809523809523,2.9163763066202093,0.007567567567567568,0.041791044776119404,0.019767441860465116,307.1428571428571,3.1797909407665506
Marcus Rashford,eng ENG,FW,Manchester Utd,25,1997,33,26,2271,25.2,7.0,2.0,9.0,5.0,2.0,2.0,2.0,0.0,7.4,5.8,2.3,8.1,95.0,65.0,184.0,0.28,0.38,0.0110964332892998,0.3844121532364596,0.0378378378378378,0.2371134020618556,6.340819022457068,0.008484848484848486,0.03783783783783784,0.03538461538461538,232.1428571428571,6.725231175693526
Simon Adingra,ci CIV,FW,Brighton,21,2002,31,25,2222,24.7,6.0,1.0,7.0,6.0,0.0,0.0,3.0,0.0,4.3,4.3,3.7,8.0,111.0,50.0,278.0,0.28,0.32,0.0113411341134113,0.324032403240324,0.0651162790697674,0.4625,6.521152115211521,0.00903225806451613,0.06511627906976745,0.07400000000000001,178.57142857142856,6.845184518451846
Andrew Robertson,sct SCO,DF,Liverpool,29,1994,23,18,1693,18.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.9,1.9,5.4,7.3,63.0,140.0,130.0,0.27,0.39,0.0143532191376255,0.3880685174246899,0.1421052631578947,0.7397260273972602,10.791494388659183,0.01173913043478261,0.14210526315789476,0.038571428571428576,518.5185185185185,11.179562906083875
Matheus Nunes,pt POR,MF,Manchester City,24,1998,17,7,661,7.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,2.0,28.0,34.0,58.0,0.27,0.27,0.0367624810892587,0.2586989409984871,0.3375,0.5789473684210527,8.441754916792739,0.015882352941176472,0.3375,0.03235294117647059,125.92592592592592,8.700453857791226
Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,30,1993,32,32,2629,29.2,7.0,1.0,8.0,7.0,0.0,0.0,7.0,0.0,8.8,8.8,2.9,11.6,55.0,97.0,140.0,0.27,0.4,0.009243058197033,0.400532521871434,0.0306818181818181,0.2478632478632478,5.2034994294408525,0.0084375,0.03068181818181818,0.029896907216494843,359.25925925925924,5.604031951312286
Lucas Paquetá,br BRA,"FW,MF",West Ham,25,1997,31,31,2622,29.1,4.0,6.0,10.0,2.0,2.0,2.0,10.0,0.0,5.4,3.8,5.4,9.2,34.0,187.0,116.0,0.27,0.37,0.0092677345537757,0.3707093821510298,0.05,0.5,7.585812356979406,0.00870967741935484,0.05,0.028877005347593583,692.5925925925925,7.956521739130435
Jeffrey Schlupp,gh GHA,"FW,MF",Crystal Palace,30,1992,29,17,1352,15.0,2.0,2.0,4.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,2.3,4.1,20.0,33.0,52.0,0.27,0.27,0.017973372781065,0.2729289940828402,0.15,0.5609756097560976,3.5281065088757395,0.009310344827586208,0.15,0.06969696969696969,122.22222222222221,3.80103550295858
Sean Longstaff,eng ENG,MF,Newcastle Utd,25,1997,35,30,2747,30.5,6.0,2.0,8.0,6.0,0.0,0.0,7.0,0.0,6.6,6.6,2.3,8.8,24.0,145.0,116.0,0.26,0.29,0.0085183836912996,0.2915908263560247,0.0393939393939394,0.2584269662921348,5.536949399344739,0.0074285714285714285,0.0393939393939394,0.01586206896551724,557.6923076923076,5.828540225700765
Philip Billing,dk DEN,MF,Bournemouth,27,1996,29,13,1398,15.5,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.5,2.5,3.2,5.7,22.0,53.0,63.0,0.26,0.36,0.0167381974248927,0.3669527896995708,0.104,0.5614035087719298,4.828326180257511,0.00896551724137931,0.10400000000000001,0.06037735849056604,203.84615384615384,5.195278969957082
Sven Botman,nl NED,DF,Newcastle Utd,23,2000,17,15,1377,15.3,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,0.6,0.6,1.0,1.6,0.0,35.0,5.0,0.26,0.11,0.0169934640522875,0.1045751633986928,0.4333333333333333,0.625,2.2875816993464055,0.015294117647058824,0.43333333333333335,0.02857142857142857,134.6153846153846,0.0
Facundo Buonanotte,ar ARG,"FW,MF",Brighton,18,2004,27,17,1364,15.2,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,2.4,2.4,1.8,4.2,23.0,42.0,69.0,0.26,0.28,0.0171554252199413,0.2771260997067449,0.1083333333333333,0.4285714285714285,4.288856304985337,0.00962962962962963,0.10833333333333334,0.04285714285714286,161.53846153846152,4.5659824046920825
Pape Matar Sarr,sn SEN,MF,Tottenham,20,2002,34,27,2069,23.0,3.0,3.0,6.0,3.0,0.0,0.0,9.0,0.0,3.4,3.4,2.2,5.7,43.0,150.0,90.0,0.26,0.25,0.0113098115031416,0.2435959400676655,0.0764705882352941,0.3928571428571429,8.395360077332045,0.007647058823529412,0.07647058823529412,0.014666666666666668,576.9230769230769,8.638956017399709
Mathias Jensen,dk DEN,MF,Brentford,27,1996,32,27,2204,24.5,3.0,3.0,6.0,3.0,0.0,0.0,5.0,0.0,0.7,0.7,4.0,4.7,19.0,123.0,66.0,0.25,0.19,0.0102087114337568,0.1919237749546279,0.3571428571428571,0.851063829787234,5.798548094373866,0.0078125,0.35714285714285715,0.032520325203252036,492.0,5.990471869328493
Cameron Archer,eng ENG,"FW,MF",Sheffield Utd,22,2001,29,21,1832,20.4,4.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,5.5,5.5,2.8,8.3,33.0,15.0,113.0,0.25,0.41,0.0122816593886462,0.4077510917030568,0.0454545454545454,0.3373493975903614,2.358078602620087,0.008620689655172414,0.045454545454545456,0.18666666666666665,60.0,2.765829694323144
Keane Lewis-Potter,eng ENG,"FW,DF",Brentford,22,2001,30,15,1441,16.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,6.3,6.3,1.7,8.0,56.0,32.0,135.0,0.25,0.5,0.0156141568355308,0.4996530187369882,0.0396825396825396,0.2125,5.49618320610687,0.008333333333333333,0.03968253968253968,0.053125,128.0,5.995836224843858
James Mcatee,eng ENG,"MF,FW",Sheffield Utd,20,2002,30,20,1822,20.2,3.0,3.0,6.0,2.0,1.0,1.0,2.0,0.0,3.1,2.3,2.9,5.2,55.0,51.0,110.0,0.25,0.3,0.0123490669593852,0.2963776070252469,0.0806451612903225,0.4833333333333333,5.236004390779363,0.008333333333333333,0.08064516129032258,0.056862745098039215,204.0,5.5323819978046105
Daniel Muñoz,co COL,"DF,MF",Crystal Palace,27,1996,16,16,1439,16.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,1.2,1.2,2.4,3.7,25.0,38.0,80.0,0.25,0.23,0.0156358582348853,0.2251563585823488,0.2083333333333333,0.6666666666666667,3.9402362751911046,0.015625,0.20833333333333334,0.06315789473684211,152.0,4.165392633773453
